Customer_ID_Numeric,Category,Revenue_In_Category,Profit_In_Category,Quantity_In_Category,R_Score,Segment,M_Score_Category,Segment_Category
764,Electronics,1857.09,213.74,3,4,Champions,5.0,Champions
765,Electronics,192.23,18.77,1,1,Lost,1.0,Lost
766,Clothing & Apparel,162.64,69.14,1,4,At_Risk,2.0,Potential
767,Home & Furniture,288.29,94.39,1,1,Lost,1.0,Lost
768,Clothing & Apparel,491.22,177.1,3,3,Loyal,4.0,Loyal
769,Electronics,463.38,70.21,2,1,At_Risk,2.0,Lost
770,Home & Furniture,289.84,35.79,1,4,Potential,1.0,At_Risk
771,Accessories,137.24,25.22,2,2,Lost,2.0,Lost
772,Electronics,402.04,58.15,1,2,At_Risk,1.0,Lost
773,Clothing & Apparel,745.8,189.04,2,4,Champions,5.0,Champions
774,Electronics,739.66,100.18,1,5,Champions,3.0,Potential
775,Electronics,661.74,85.82,2,5,Champions,2.0,Potential
776,Clothing & Apparel,581.52,160.91,4,1,At_Risk,4.0,High_Value
777,Electronics,1295.09,153.75,1,1,High_Value,4.0,High_Value
778,Home & Furniture,827.06,255.84,2,2,High_Value,3.0,At_Risk
779,Accessories,49.45,15.49,1,3,At_Risk,1.0,At_Risk
780,Electronics,1572.16,229.03,2,1,High_Value,4.0,High_Value
781,Electronics,1086.32,214.35,2,2,High_Value,4.0,High_Value
782,Electronics,3741.12,341.33,4,5,Champions,5.0,Champions
783,Electronics,551.95,83.5,1,5,Potential,2.0,Potential
784,Clothing & Apparel,247.7,97.14,1,5,Potential,2.0,Potential
785,Electronics,1025.94,182.14,3,2,High_Value,4.0,High_Value
786,Clothing & Apparel,395.71,82.05,1,2,At_Risk,4.0,High_Value
787,Clothing & Apparel,88.85,36.21,1,1,Lost,1.0,Lost
788,Electronics,1453.74,239.63,2,5,Champions,4.0,Champions
789,Clothing & Apparel,380.92,114.79,2,3,Loyal,3.0,Loyal
790,Clothing & Apparel,220.82,97.51,1,2,Lost,2.0,Lost
791,Clothing & Apparel,117.32,39.35,2,5,At_Risk,1.0,At_Risk
792,Electronics,809.87,149.87,1,1,High_Value,3.0,At_Risk
793,Home & Furniture,3889.2,1033.45,7,5,Champions,5.0,Champions
794,Accessories,96.49,37.29,1,1,Lost,1.0,Lost
795,Accessories,217.72,65.05,1,1,Lost,3.0,At_Risk
796,Electronics,775.98,135.27,1,3,Loyal,3.0,Loyal
797,Electronics,1382.7,241.2,2,3,Loyal,4.0,Loyal
798,Clothing & Apparel,235.67,102.09,1,2,Lost,2.0,Lost
799,Electronics,258.51,30.66,1,5,Potential,1.0,At_Risk
800,Home & Furniture,1651.24,405.06,4,5,Champions,5.0,Champions
801,Electronics,649.72,129.05,4,1,High_Value,2.0,Lost
802,Clothing & Apparel,61.36,18.89,1,2,Lost,1.0,Lost
803,Accessories,950.2,364.73,5,5,Champions,5.0,Champions
803,Clothing & Apparel,1190.25,480.26,5,5,Champions,5.0,Champions
804,Accessories,79.48,37.22,1,3,At_Risk,1.0,At_Risk
805,Accessories,344.66,107.69,2,4,Potential,4.0,Champions
806,Electronics,728.37,104.66,1,2,High_Value,3.0,At_Risk
807,Clothing & Apparel,878.04,304.44,2,2,High_Value,5.0,High_Value
808,Clothing & Apparel,71.89,26.23,1,1,Lost,1.0,Lost
809,Electronics,1580.96,136.94,2,3,Loyal,4.0,Loyal
810,Clothing & Apparel,70.52,18.3,2,5,At_Risk,1.0,At_Risk
811,Home & Furniture,1410.84,269.49,2,5,Champions,4.0,Champions
812,Clothing & Apparel,223.68,64.24,2,1,Lost,2.0,Lost
813,Electronics,3883.6,441.09,4,1,High_Value,5.0,High_Value
814,Electronics,662.16,118.08,3,5,Champions,2.0,Potential
815,Electronics,1278.53,162.97,1,3,Loyal,4.0,Loyal
816,Electronics,2237.04,365.63,3,4,Champions,5.0,Champions
817,Electronics,320.83,41.17,1,5,Potential,1.0,At_Risk
818,Accessories,145.94,65.43,1,1,Lost,2.0,Lost
819,Accessories,299.9,133.92,2,2,High_Value,4.0,High_Value
819,Home & Furniture,1680.5,407.18,2,2,High_Value,5.0,High_Value
820,Clothing & Apparel,363.0,148.8,1,4,Potential,3.0,Potential
821,Electronics,248.05,32.52,1,2,Lost,1.0,Lost
822,Accessories,211.44,61.38,1,5,Potential,3.0,Potential
823,Home & Furniture,1517.83,269.29,3,5,Champions,5.0,Champions
824,Clothing & Apparel,33.7,9.87,1,2,Lost,1.0,Lost
825,Clothing & Apparel,861.57,364.79,3,4,Champions,5.0,Champions
826,Accessories,443.28,201.1,3,3,Loyal,5.0,Loyal
826,Clothing & Apparel,204.36,71.94,1,3,Loyal,2.0,At_Risk
827,Accessories,46.59,19.79,1,2,Lost,1.0,Lost
828,Clothing & Apparel,848.12,271.12,2,1,High_Value,5.0,High_Value
829,Home & Furniture,2869.6,966.23,5,2,High_Value,5.0,High_Value
830,Clothing & Apparel,638.02,166.71,2,2,High_Value,4.0,High_Value
831,Home & Furniture,1075.4,238.04,2,4,Champions,4.0,Champions
832,Clothing & Apparel,52.43,14.29,1,5,At_Risk,1.0,At_Risk
833,Electronics,1920.72,195.46,4,5,Champions,5.0,Champions
834,Clothing & Apparel,119.29,42.67,1,2,Lost,1.0,Lost
835,Clothing & Apparel,103.25,45.12,1,1,Lost,1.0,Lost
836,Home & Furniture,590.28,137.19,1,1,At_Risk,2.0,Lost
837,Electronics,117.92,18.9,1,4,At_Risk,1.0,At_Risk
838,Electronics,614.52,98.46,2,1,At_Risk,2.0,Lost
839,Electronics,1129.92,211.7,2,3,Loyal,4.0,Loyal
840,Clothing & Apparel,666.48,228.32,3,1,High_Value,4.0,High_Value
841,Home & Furniture,533.35,110.41,1,1,At_Risk,2.0,Lost
842,Electronics,488.63,70.68,1,3,Loyal,2.0,At_Risk
843,Accessories,175.59,86.45,1,2,Lost,2.0,Lost
844,Electronics,970.41,102.74,3,5,Champions,3.0,Potential
845,Accessories,53.47,10.3,1,2,Lost,1.0,Lost
846,Home & Furniture,1181.12,354.1,2,1,High_Value,4.0,High_Value
847,Clothing & Apparel,1047.96,261.19,4,3,Loyal,5.0,Loyal
848,Home & Furniture,1401.26,344.75,2,1,High_Value,4.0,High_Value
849,Electronics,1304.64,110.4,2,1,High_Value,4.0,High_Value
850,Home & Furniture,1363.14,313.22,2,5,Champions,4.0,Champions
851,Clothing & Apparel,362.07,74.01,1,3,At_Risk,3.0,Loyal
852,Clothing & Apparel,350.47,101.47,1,1,Lost,3.0,At_Risk
853,Electronics,130.79,11.11,1,3,At_Risk,1.0,At_Risk
854,Home & Furniture,499.48,66.14,2,1,At_Risk,2.0,Lost
855,Electronics,631.9,121.72,1,3,Loyal,2.0,At_Risk
856,Electronics,222.07,26.11,1,1,Lost,1.0,Lost
857,Accessories,64.52,22.13,1,3,At_Risk,1.0,At_Risk
857,Clothing & Apparel,28.74,6.4,1,3,At_Risk,1.0,At_Risk
858,Home & Furniture,793.2,254.54,1,3,Loyal,3.0,Loyal
859,Clothing & Apparel,209.85,91.73,1,2,Lost,2.0,Lost
860,Home & Furniture,414.28,65.27,1,5,Potential,2.0,Potential
861,Clothing & Apparel,144.3,30.08,3,5,At_Risk,1.0,At_Risk
862,Accessories,216.3,50.69,3,4,Potential,3.0,Potential
863,Home & Furniture,981.26,161.35,2,4,Champions,4.0,Champions
864,Clothing & Apparel,308.76,134.02,2,3,At_Risk,3.0,Loyal
865,Home & Furniture,720.94,135.58,1,1,High_Value,3.0,At_Risk
866,Accessories,197.32,58.43,2,2,Lost,3.0,At_Risk
867,Accessories,100.13,31.32,1,1,Lost,1.0,Lost
868,Accessories,496.89,133.52,3,2,At_Risk,5.0,High_Value
869,Home & Furniture,779.65,183.53,1,1,High_Value,3.0,At_Risk
870,Clothing & Apparel,710.52,260.33,3,5,Champions,5.0,Champions
871,Home & Furniture,450.5,60.46,1,2,At_Risk,2.0,Lost
872,Electronics,533.6,74.94,2,4,Potential,2.0,Potential
873,Home & Furniture,852.67,194.93,1,4,Champions,4.0,Champions
874,Electronics,911.0,173.52,1,1,High_Value,3.0,At_Risk
875,Home & Furniture,644.86,101.3,1,2,High_Value,3.0,At_Risk
876,Home & Furniture,515.43,79.49,1,1,At_Risk,2.0,Lost
877,Clothing & Apparel,319.29,89.08,1,1,Lost,3.0,At_Risk
878,Clothing & Apparel,344.5,84.69,1,5,Potential,3.0,Potential
879,Electronics,908.47,130.73,1,4,Champions,3.0,Potential
880,Clothing & Apparel,647.4,203.83,2,1,High_Value,4.0,High_Value
881,Accessories,482.64,226.69,2,5,Potential,5.0,Champions
882,Home & Furniture,1215.28,274.46,2,2,High_Value,4.0,High_Value
883,Home & Furniture,3147.44,491.72,4,5,Champions,5.0,Champions
884,Clothing & Apparel,1023.12,354.16,3,4,Champions,5.0,Champions
885,Clothing & Apparel,272.12,96.08,1,4,Potential,3.0,Potential
886,Accessories,91.54,24.01,1,1,Lost,1.0,Lost
887,Electronics,1037.72,129.99,1,1,High_Value,4.0,High_Value
888,Clothing & Apparel,620.7,232.72,2,2,At_Risk,4.0,High_Value
889,Clothing & Apparel,1436.8,336.4,4,2,High_Value,5.0,High_Value
890,Accessories,225.47,82.95,1,2,High_Value,3.0,At_Risk
890,Clothing & Apparel,554.96,159.83,2,2,High_Value,4.0,High_Value
891,Home & Furniture,150.75,24.08,1,1,Lost,1.0,Lost
892,Home & Furniture,1273.56,382.05,2,3,Loyal,4.0,Loyal
893,Accessories,62.78,18.21,1,2,Lost,1.0,Lost
894,Accessories,241.71,54.94,3,5,Potential,3.0,Potential
895,Clothing & Apparel,359.23,92.97,1,2,Lost,3.0,At_Risk
896,Clothing & Apparel,370.96,134.15,1,1,At_Risk,3.0,At_Risk
897,Electronics,122.66,14.9,1,4,At_Risk,1.0,At_Risk
898,Accessories,375.92,89.95,4,5,Potential,4.0,Champions
899,Clothing & Apparel,641.19,284.82,3,4,Champions,4.0,Champions
900,Electronics,722.8,64.35,1,5,Champions,3.0,Potential
901,Clothing & Apparel,97.3,24.6,1,4,At_Risk,1.0,At_Risk
902,Home & Furniture,773.07,251.96,1,5,Champions,3.0,Potential
903,Clothing & Apparel,1024.8,460.97,4,4,Champions,5.0,Champions
904,Clothing & Apparel,555.22,208.6,2,3,Loyal,4.0,Loyal
905,Accessories,709.98,155.26,3,2,High_Value,5.0,High_Value
906,Clothing & Apparel,695.73,202.02,3,3,Loyal,5.0,Loyal
907,Accessories,667.95,231.77,3,1,High_Value,5.0,High_Value
908,Clothing & Apparel,216.87,66.85,3,4,Potential,2.0,Potential
909,Home & Furniture,1406.55,231.35,3,3,Loyal,4.0,Loyal
910,Clothing & Apparel,77.73,22.74,3,5,At_Risk,1.0,At_Risk
911,Electronics,113.39,13.86,1,5,At_Risk,1.0,At_Risk
912,Electronics,1226.3,157.1,1,5,Champions,4.0,Champions
913,Clothing & Apparel,1587.52,666.74,4,2,High_Value,5.0,High_Value
914,Accessories,273.36,50.41,3,1,Lost,4.0,High_Value
915,Electronics,2084.6,314.01,5,3,Loyal,5.0,Loyal
916,Electronics,2146.59,266.93,3,2,High_Value,5.0,High_Value
917,Electronics,997.38,192.65,1,4,Champions,4.0,Champions
917,Home & Furniture,867.22,134.05,1,4,Champions,4.0,Champions
918,Home & Furniture,1225.46,327.54,2,5,Champions,4.0,Champions
919,Accessories,183.47,36.38,1,5,Potential,2.0,Potential
919,Electronics,409.28,53.84,2,5,Potential,1.0,At_Risk
920,Home & Furniture,1028.65,135.0,1,5,Champions,4.0,Champions
921,Home & Furniture,835.34,148.99,1,4,Champions,4.0,Champions
922,Electronics,536.9,81.11,2,3,Loyal,2.0,At_Risk
923,Home & Furniture,509.98,95.96,1,2,At_Risk,2.0,Lost
924,Clothing & Apparel,404.84,95.94,4,2,At_Risk,4.0,High_Value
925,Accessories,185.37,74.65,1,5,At_Risk,3.0,Potential
926,Clothing & Apparel,230.02,78.71,2,4,Potential,2.0,Potential
927,Clothing & Apparel,273.42,109.39,2,2,Lost,3.0,At_Risk
928,Home & Furniture,2319.78,489.12,3,3,Loyal,5.0,Loyal
929,Clothing & Apparel,340.36,149.28,1,2,Lost,3.0,At_Risk
930,Clothing & Apparel,390.5,116.69,2,1,At_Risk,3.0,At_Risk
931,Electronics,1462.74,265.52,2,3,Loyal,4.0,Loyal
932,Electronics,3550.44,621.11,4,4,Champions,5.0,Champions
933,Electronics,1580.16,291.69,2,1,High_Value,4.0,High_Value
934,Electronics,212.32,39.29,2,1,Lost,1.0,Lost
935,Electronics,1495.36,155.86,4,1,High_Value,4.0,High_Value
936,Accessories,451.58,223.37,2,4,Potential,5.0,Champions
937,Electronics,266.41,37.3,1,3,At_Risk,1.0,At_Risk
938,Electronics,1708.23,312.67,3,1,High_Value,4.0,High_Value
939,Clothing & Apparel,1550.08,494.17,4,2,High_Value,5.0,High_Value
940,Electronics,2749.65,277.6,3,3,Loyal,5.0,Loyal
941,Electronics,577.58,99.47,2,2,At_Risk,2.0,Lost
942,Clothing & Apparel,701.06,248.76,2,2,High_Value,5.0,High_Value
943,Home & Furniture,667.18,216.62,1,5,Champions,3.0,Potential
944,Electronics,2130.18,379.46,3,4,Champions,5.0,Champions
944,Home & Furniture,481.51,136.67,1,4,Champions,2.0,Potential
945,Clothing & Apparel,334.08,118.83,1,3,At_Risk,3.0,Loyal
946,Electronics,1595.8,202.91,4,1,High_Value,4.0,High_Value
947,Clothing & Apparel,1391.28,560.99,3,4,Champions,5.0,Champions
948,Accessories,99.14,20.56,1,4,At_Risk,1.0,At_Risk
949,Electronics,673.16,113.88,1,5,Champions,2.0,Potential
950,Home & Furniture,1523.31,397.06,3,3,Loyal,5.0,Loyal
951,Electronics,1704.64,142.73,2,5,Champions,4.0,Champions
952,Clothing & Apparel,44.05,11.23,1,1,Lost,1.0,Lost
953,Home & Furniture,781.92,148.32,1,1,High_Value,3.0,At_Risk
954,Electronics,573.03,48.69,1,4,Potential,2.0,Potential
955,Electronics,761.57,118.26,1,4,Champions,3.0,Potential
956,Home & Furniture,724.29,116.96,1,5,Champions,3.0,Potential
957,Clothing & Apparel,75.9,22.44,1,2,Lost,1.0,Lost
958,Home & Furniture,504.54,107.06,2,1,At_Risk,2.0,Lost
959,Clothing & Apparel,425.66,145.1,1,3,Loyal,4.0,Loyal
960,Home & Furniture,4194.12,584.05,4,4,Champions,5.0,Champions
961,Accessories,250.34,56.7,1,4,Potential,4.0,Champions
962,Home & Furniture,602.5,185.03,1,5,Potential,3.0,Potential
963,Clothing & Apparel,272.35,73.23,1,2,Lost,3.0,At_Risk
964,Clothing & Apparel,1733.68,682.2,4,1,High_Value,5.0,High_Value
965,Accessories,451.42,140.72,2,3,Loyal,5.0,Loyal
966,Electronics,577.16,56.09,1,2,At_Risk,2.0,Lost
967,Clothing & Apparel,1193.04,473.8,4,3,Loyal,5.0,Loyal
968,Home & Furniture,721.89,153.88,1,3,Loyal,3.0,Loyal
969,Accessories,104.02,48.07,1,4,At_Risk,1.0,At_Risk
970,Electronics,1096.14,107.14,2,5,Champions,4.0,Champions
971,Electronics,521.15,87.94,1,4,Potential,2.0,Potential
972,Electronics,260.93,45.93,1,2,Lost,1.0,Lost
973,Clothing & Apparel,283.24,112.76,2,2,Lost,3.0,At_Risk
974,Accessories,187.28,42.5,2,1,Lost,3.0,At_Risk
975,Clothing & Apparel,166.9,49.73,1,5,At_Risk,2.0,Potential
976,Electronics,1009.19,199.74,1,2,High_Value,4.0,High_Value
977,Clothing & Apparel,865.68,314.97,3,5,Champions,5.0,Champions
978,Clothing & Apparel,450.46,178.06,2,2,At_Risk,4.0,High_Value
979,Clothing & Apparel,635.74,265.91,2,3,Loyal,4.0,Loyal
980,Electronics,152.92,30.3,1,2,Lost,1.0,Lost
981,Clothing & Apparel,791.04,225.23,3,4,Champions,5.0,Champions
982,Home & Furniture,746.54,179.92,1,4,Champions,3.0,Potential
983,Home & Furniture,802.49,123.55,1,1,High_Value,3.0,At_Risk
984,Clothing & Apparel,338.55,96.82,3,2,Lost,3.0,At_Risk
985,Electronics,625.04,56.67,1,4,Potential,2.0,Potential
986,Clothing & Apparel,397.6,118.39,1,1,At_Risk,4.0,High_Value
987,Accessories,92.93,42.74,1,2,Lost,1.0,Lost
988,Home & Furniture,788.61,138.2,1,3,Loyal,3.0,Loyal
989,Electronics,1159.02,152.35,3,1,High_Value,4.0,High_Value
990,Clothing & Apparel,539.79,226.53,3,3,Loyal,4.0,Loyal
991,Clothing & Apparel,209.94,42.9,1,4,Potential,2.0,Potential
992,Accessories,224.17,92.71,1,5,Potential,3.0,Potential
993,Accessories,191.62,92.68,1,3,At_Risk,3.0,Loyal
994,Electronics,972.97,108.28,1,4,Champions,3.0,Potential
995,Electronics,404.77,74.61,1,3,Loyal,1.0,At_Risk
996,Electronics,235.61,43.94,1,4,Potential,1.0,At_Risk
997,Accessories,123.36,59.16,1,5,At_Risk,2.0,Potential
998,Clothing & Apparel,789.62,194.04,2,2,High_Value,5.0,High_Value
999,Clothing & Apparel,619.12,167.66,2,2,At_Risk,4.0,High_Value
1000,Clothing & Apparel,816.3,266.93,2,2,High_Value,5.0,High_Value
1001,Clothing & Apparel,1842.72,478.56,4,1,High_Value,5.0,High_Value
1002,Clothing & Apparel,206.36,59.15,4,3,At_Risk,2.0,At_Risk
1003,Electronics,446.61,45.82,3,1,At_Risk,2.0,Lost
1004,Clothing & Apparel,199.91,65.73,1,5,Potential,2.0,Potential
1005,Accessories,59.13,20.12,1,3,At_Risk,1.0,At_Risk
1006,Clothing & Apparel,131.89,54.53,1,1,Lost,1.0,Lost
1007,Clothing & Apparel,245.11,88.43,1,5,Potential,2.0,Potential
1007,Home & Furniture,131.56,40.98,1,5,Potential,1.0,At_Risk
1008,Electronics,1667.72,229.77,2,1,High_Value,4.0,High_Value
1009,Clothing & Apparel,65.07,25.97,1,4,At_Risk,1.0,At_Risk
1010,Electronics,927.87,168.09,1,5,Champions,3.0,Potential
1011,Accessories,545.32,200.3,4,1,At_Risk,5.0,High_Value
1012,Electronics,1979.12,369.32,2,5,Champions,5.0,Champions
1013,Electronics,586.37,59.62,1,3,Loyal,2.0,At_Risk
1014,Accessories,51.69,16.32,1,1,Lost,1.0,Lost
1015,Accessories,731.82,247.84,3,5,Champions,5.0,Champions
1016,Clothing & Apparel,505.35,199.0,3,3,Loyal,4.0,Loyal
1017,Home & Furniture,245.2,74.18,1,2,Lost,1.0,Lost
1018,Accessories,98.21,21.68,1,2,Lost,1.0,Lost
1019,Clothing & Apparel,944.84,229.29,4,5,Champions,5.0,Champions
1020,Home & Furniture,683.43,103.15,3,4,Champions,3.0,Potential
1021,Clothing & Apparel,107.92,26.88,1,5,At_Risk,1.0,At_Risk
1022,Clothing & Apparel,1040.55,319.38,3,5,Champions,5.0,Champions
1023,Clothing & Apparel,1471.25,656.64,5,5,Champions,5.0,Champions
1024,Home & Furniture,1066.14,367.18,2,3,Loyal,4.0,Loyal
1025,Clothing & Apparel,224.52,83.86,1,1,Lost,2.0,Lost
1026,Home & Furniture,483.01,96.5,1,2,At_Risk,2.0,Lost
1027,Accessories,557.88,254.75,3,2,At_Risk,5.0,High_Value
1028,Electronics,287.83,45.75,1,5,Potential,1.0,At_Risk
1029,Electronics,344.0,55.74,1,2,Lost,1.0,Lost
1030,Electronics,180.8,18.84,1,4,At_Risk,1.0,At_Risk
1031,Electronics,1822.64,273.67,2,5,Champions,5.0,Champions
1032,Home & Furniture,1122.15,312.95,1,2,High_Value,4.0,High_Value
1033,Accessories,197.6,70.0,2,1,Lost,3.0,At_Risk
1034,Electronics,2584.8,352.24,5,3,Loyal,5.0,Loyal
1035,Home & Furniture,841.42,284.09,1,1,High_Value,4.0,High_Value
1036,Home & Furniture,256.51,58.23,1,1,Lost,1.0,Lost
1037,Home & Furniture,3524.58,718.13,3,1,High_Value,5.0,High_Value
1038,Clothing & Apparel,600.58,196.24,2,5,Potential,4.0,Champions
1039,Accessories,588.81,269.46,3,1,At_Risk,5.0,High_Value
1040,Home & Furniture,1716.24,368.34,2,4,Champions,5.0,Champions
1041,Electronics,386.82,48.26,1,4,Potential,1.0,At_Risk
1042,Clothing & Apparel,536.66,136.17,2,5,Potential,4.0,Champions
1043,Home & Furniture,2366.07,490.1,3,3,Loyal,5.0,Loyal
1044,Home & Furniture,2686.84,512.01,4,5,Champions,5.0,Champions
1045,Home & Furniture,189.72,53.3,3,3,At_Risk,1.0,At_Risk
1046,Clothing & Apparel,187.25,57.34,1,2,Lost,2.0,Lost
1047,Clothing & Apparel,934.29,316.48,3,1,High_Value,5.0,High_Value
1048,Electronics,270.75,30.37,1,3,At_Risk,1.0,At_Risk
1049,Clothing & Apparel,178.24,63.25,2,2,Lost,2.0,Lost
1050,Electronics,536.12,85.06,1,1,At_Risk,2.0,Lost
1051,Clothing & Apparel,93.1,33.86,1,5,At_Risk,1.0,At_Risk
1052,Accessories,177.01,38.55,1,4,At_Risk,2.0,Potential
1053,Home & Furniture,2015.16,652.83,4,1,High_Value,5.0,High_Value
1054,Clothing & Apparel,84.33,35.08,1,1,Lost,1.0,Lost
1055,Electronics,1767.04,235.85,2,4,Champions,5.0,Champions
1056,Home & Furniture,320.35,79.45,1,1,Lost,1.0,Lost
1057,Clothing & Apparel,936.24,411.51,4,3,Loyal,5.0,Loyal
1058,Home & Furniture,489.94,144.74,2,5,Potential,2.0,Potential
1059,Accessories,226.32,102.48,1,3,At_Risk,3.0,Loyal
1060,Electronics,880.24,74.27,2,5,Champions,3.0,Potential
1061,Electronics,2515.6,315.34,4,1,High_Value,5.0,High_Value
1062,Home & Furniture,102.46,17.49,1,3,At_Risk,1.0,At_Risk
1063,Accessories,108.79,32.71,1,3,At_Risk,1.0,At_Risk
1064,Accessories,439.04,123.96,2,1,At_Risk,5.0,High_Value
1065,Accessories,399.96,150.12,4,5,Potential,4.0,Champions
1066,Clothing & Apparel,194.49,51.44,1,4,At_Risk,2.0,Potential
1067,Home & Furniture,1713.48,265.88,4,5,Champions,5.0,Champions
1068,Home & Furniture,567.3,188.96,1,2,At_Risk,2.0,Lost
1069,Home & Furniture,303.14,63.69,2,4,Potential,1.0,At_Risk
1070,Electronics,1799.2,293.4,2,5,Champions,5.0,Champions
1071,Home & Furniture,1203.79,267.95,4,5,Champions,4.0,Champions
1072,Electronics,754.35,77.98,3,4,Champions,3.0,Potential
1073,Clothing & Apparel,644.22,202.69,2,2,High_Value,4.0,High_Value
1074,Home & Furniture,1354.17,186.44,3,5,Champions,4.0,Champions
1075,Home & Furniture,188.9,62.07,1,4,At_Risk,1.0,At_Risk
1076,Electronics,545.76,53.41,1,2,At_Risk,2.0,Lost
1077,Accessories,118.38,42.65,1,2,Lost,1.0,Lost
1078,Electronics,3273.24,496.46,4,5,Champions,5.0,Champions
1079,Clothing & Apparel,231.33,79.7,1,2,Lost,2.0,Lost
1080,Home & Furniture,1009.58,305.63,2,4,Champions,4.0,Champions
1081,Electronics,270.9,25.07,2,4,Potential,1.0,At_Risk
1082,Clothing & Apparel,159.44,71.74,4,2,Lost,2.0,Lost
1083,Clothing & Apparel,398.0,128.85,1,4,Potential,4.0,Champions
1084,Home & Furniture,674.67,140.41,3,5,Champions,3.0,Potential
1085,Accessories,422.12,161.12,4,2,At_Risk,4.0,High_Value
1086,Accessories,86.03,27.3,1,1,Lost,1.0,Lost
1087,Electronics,1333.12,147.22,2,5,Champions,4.0,Champions
1088,Electronics,1044.53,177.13,1,2,High_Value,4.0,High_Value
1089,Home & Furniture,465.4,87.38,2,1,At_Risk,2.0,Lost
1090,Electronics,1234.08,143.45,3,1,High_Value,4.0,High_Value
1091,Home & Furniture,2117.25,460.91,3,3,Loyal,5.0,Loyal
1092,Home & Furniture,272.19,69.22,1,4,Potential,1.0,At_Risk
1093,Clothing & Apparel,284.02,86.12,2,3,At_Risk,3.0,Loyal
1094,Home & Furniture,456.66,157.07,1,4,Potential,2.0,Potential
1095,Electronics,3726.12,319.83,3,4,Champions,5.0,Champions
1096,Accessories,240.26,80.38,1,3,At_Risk,3.0,Loyal
1097,Electronics,795.75,67.89,1,2,High_Value,3.0,At_Risk
1098,Clothing & Apparel,337.09,84.97,1,5,Potential,3.0,Potential
1099,Home & Furniture,274.59,38.76,3,4,Potential,1.0,At_Risk
1100,Electronics,902.34,112.97,1,2,High_Value,3.0,At_Risk
1101,Clothing & Apparel,197.12,87.43,2,4,Potential,2.0,Potential
1102,Electronics,2091.51,391.21,3,4,Champions,5.0,Champions
1103,Home & Furniture,822.56,238.46,2,3,Loyal,3.0,Loyal
1104,Accessories,151.47,50.84,1,4,At_Risk,2.0,Potential
1105,Accessories,533.88,231.94,3,4,Potential,5.0,Champions
1106,Clothing & Apparel,1179.03,465.78,3,2,High_Value,5.0,High_Value
1107,Electronics,125.5,21.17,1,4,At_Risk,1.0,At_Risk
1108,Home & Furniture,238.42,70.86,2,1,Lost,1.0,Lost
1109,Electronics,661.5,108.68,2,5,Champions,2.0,Potential
1110,Accessories,726.12,309.1,3,2,High_Value,5.0,High_Value
1111,Electronics,778.32,137.48,3,5,Champions,3.0,Potential
1112,Electronics,1512.09,184.34,3,5,Champions,4.0,Champions
1113,Home & Furniture,1601.28,499.97,2,1,High_Value,5.0,High_Value
1114,Accessories,182.73,72.49,1,1,Lost,2.0,Lost
1115,Electronics,414.39,41.92,1,3,Loyal,1.0,At_Risk
1116,Electronics,454.88,90.02,2,3,Loyal,2.0,At_Risk
1117,Electronics,843.76,132.17,1,3,Loyal,3.0,Loyal
1118,Clothing & Apparel,82.98,33.52,3,3,At_Risk,1.0,At_Risk
1119,Electronics,313.37,34.58,1,2,Lost,1.0,Lost
1120,Accessories,990.68,486.0,4,4,Champions,5.0,Champions
1121,Clothing & Apparel,77.82,26.07,3,4,At_Risk,1.0,At_Risk
1122,Home & Furniture,1783.14,596.57,2,3,Loyal,5.0,Loyal
1123,Clothing & Apparel,123.62,45.74,2,3,At_Risk,1.0,At_Risk
1124,Clothing & Apparel,1145.5,312.26,5,5,Champions,5.0,Champions
1124,Home & Furniture,428.97,60.53,1,5,Champions,2.0,Potential
1125,Electronics,1436.94,140.1,2,2,High_Value,4.0,High_Value
1126,Electronics,390.06,48.93,1,3,Loyal,1.0,At_Risk
1127,Electronics,110.49,9.64,1,4,At_Risk,1.0,At_Risk
1128,Electronics,4258.25,475.22,5,5,Champions,5.0,Champions
1129,Home & Furniture,220.61,44.94,1,4,Potential,1.0,At_Risk
1130,Clothing & Apparel,573.3,222.16,2,4,Potential,4.0,Champions
1131,Electronics,2057.54,253.8,2,5,Champions,5.0,Champions
1132,Electronics,2238.94,310.85,2,4,Champions,5.0,Champions
1133,Accessories,237.48,57.82,1,4,Potential,3.0,Potential
1134,Electronics,1834.08,231.14,4,3,Loyal,5.0,Loyal
1135,Home & Furniture,470.52,157.83,1,1,At_Risk,2.0,Lost
1136,Electronics,1039.14,185.04,1,5,Champions,4.0,Champions
1137,Electronics,3596.0,401.27,4,5,Champions,5.0,Champions
1138,Accessories,145.18,52.99,2,2,Lost,2.0,Lost
1139,Electronics,890.64,112.2,4,1,High_Value,3.0,At_Risk
1140,Clothing & Apparel,317.73,118.06,1,4,Potential,3.0,Potential
1141,Clothing & Apparel,62.74,14.88,1,2,Lost,1.0,Lost
1142,Clothing & Apparel,1279.92,546.39,3,3,Loyal,5.0,Loyal
1143,Home & Furniture,225.15,74.17,1,3,At_Risk,1.0,At_Risk
1144,Home & Furniture,307.92,49.79,2,2,Lost,1.0,Lost
1145,Accessories,503.48,159.32,2,3,Loyal,5.0,Loyal
1146,Home & Furniture,800.08,173.59,1,1,High_Value,3.0,At_Risk
1147,Electronics,2995.53,565.23,3,4,Champions,5.0,Champions
1148,Electronics,934.82,86.07,1,2,High_Value,3.0,At_Risk
